timeindex;AT-electricity-reservoir-profile;BE-electricity-reservoir-profile;CH-electricity-reservoir-profile;CZ-electricity-reservoir-profile;DE-electricity-reservoir-profile;FR-electricity-reservoir-profile;NO-electricity-reservoir-profile;PL-electricity-reservoir-profile;SE-electricity-reservoir-profile
2030-04-04T23:00:00Z;3992.5058622450074;30.61637742480531;15050.214705143026;212.36672612292173;240.07897044670432;4584.058310583438;15848.901612362306;87.17539600608991;5103.2018444004
2030-04-05T00:00:00Z;3999.9829393651485;30.57249494178082;15069.374410475766;212.0641561643836;239.68691356909022;4585.626704298604;15804.874848668987;87.0852166219534;5092.782410958905
2030-04-05T01:00:00Z;4007.685528167367;30.52869898575907;15088.81853420769;211.76310664833608;239.30035662942822;4587.324937401948;15761.109236484623;86.99537817051296;5082.402007738218
2030-04-05T02:00:00Z;4015.59829639909;30.484984799244124;15108.497124682444;211.46357118160176;238.91923881818255;4589.142000088502;15717.605484074895;86.90588202897345;5072.061144980202
2030-04-05T03:00:00Z;4023.702757744818;30.44134780331949;15128.343343917164;211.165536954906;238.543466356849;4591.065299584095;15674.363509204843;86.81673062293056;5061.7602903990055
2030-04-05T04:00:00Z;4031.9804258890476;30.397783419068638;15148.290353928973;210.8689911589741;238.17294546692312;4593.082243114547;15631.38322963949;86.72792637797994;5051.499911708774
2030-04-05T05:00:00Z;4040.4128145162776;30.35428706757505;15168.271316735005;210.57392098453155;237.80758236990053;4595.180237905684;15588.664563143884;86.63947171971716;5041.280476623657
2030-04-05T06:00:00Z;4048.981437311009;30.31085416992222;15188.219394352387;210.2803136223036;237.44728328727692;4597.346691183328;15546.207427483052;86.55136907373794;5031.102452857803
2030-04-05T07:00:00Z;4057.667807957738;30.26748014719361;15208.067748798241;209.9881562630156;237.09195444054774;4599.5690101733035;15504.011740422015;86.46362086563789;5020.966308125357
2030-04-05T08:00:00Z;4066.4534401409664;30.224160420472725;15227.749542089698;209.697436097393;236.7415020512086;4601.834602101433;15462.077419725814;86.3762295210126;5010.872510140468
2030-04-05T09:00:00Z;4075.319847545192;30.18089041084303;15247.197936243894;209.40814031616108;236.39583234075533;4604.130874193539;15420.40438315949;86.28919746545779;5000.821526617283
2030-04-05T10:00:00Z;4084.24854385491;30.137665539388024;15266.346093277949;209.12025611004526;236.05485153068335;4606.445233675448;15378.992548488064;86.20252712456904;4990.813825269951
2030-04-05T11:00:00Z;4093.221042754624;30.094481227191167;15285.127175208987;208.83377066977076;235.71846584248823;4608.765087772983;15337.841833476565;86.11622092394201;4980.849873812619
2030-04-05T12:00:00Z;4102.2188579288295;30.05133289533596;15303.474344054144;208.54867118606305;235.38658149766582;4611.077843711964;15296.95215589004;86.03028128917232;4970.930139959434
2030-04-05T13:00:00Z;4111.223503062029;30.008215964905887;15321.32076183055;208.2649448496475;235.0591047177114;4613.370908718218;15256.323433493513;85.94471064585564;4961.055091424547
2030-04-05T14:00:00Z;4120.216491838717;29.96512585698443;15338.59959055533;207.98257885124943;234.7359417241208;4615.631690017567;15215.95558405202;85.85951141958759;4951.225195922103
2030-04-05T15:00:00Z;4129.179337943397;29.92205799265506;15355.243992245605;207.70156038159416;234.41699873838962;4617.8475948358355;15175.848525330583;85.7746860359638;4941.440921166248
2030-04-05T16:00:00Z;4138.0935550605645;29.879007793001257;15371.187128918515;207.42187663140706;234.10218198201335;4620.006030398846;15136.002175094249;85.69023692057988;4931.702734871132
2030-04-05T17:00:00Z;4146.940656874718;29.835970679106524;15386.362162591182;207.1435147914136;233.79139767648775;4622.094403932424;15096.416451108043;85.60616649903154;4922.0111047509035
2030-04-05T18:00:00Z;4155.702157070358;29.792942072054334;15400.702255280734;206.86646205233896;233.48455204330827;4624.100122662389;15057.091271136998;85.52247719691438;4912.366498519707
2030-04-05T19:00:00Z;4164.359569331983;29.749917392928168;15414.140569004296;206.59070560490858;233.18155130397062;4626.010593814568;15018.026552946147;85.43917143982404;4902.769383891693
2030-04-05T20:00:00Z;4172.894407344092;29.706892062811512;15426.610265779005;206.31623263984784;232.8823016799704;4627.813224614784;14979.222214300524;85.35625165335614;4893.22022858101
2030-04-05T21:00:00Z;4181.288184791183;29.663861502787835;15438.044507621988;206.04303034788214;232.58670939280321;4629.49542228886;14940.678172965161;85.27372026310638;4883.719500301803
2030-04-05T22:00:00Z;4189.522415357755;29.620821133940638;15448.376456550362;205.77108591973666;232.29468066396464;4631.04459406262;14902.394346705094;85.1915796946703;4874.26766676822
2030-04-05T23:00:00Z;4197.578612728307;29.577766377353402;15457.53927458127;205.50038654613695;232.00612171495032;4632.4481471618865;14864.370653285348;85.10983237364363;4864.865195694411
2030-04-06T00:00:00Z;4205.438290587339;29.534692654109588;15465.466123731827;205.23091941780822;231.7209387672559;4633.693488812484;14826.60701047096;85.02848072562195;4855.51255479452
2030-04-06T01:00:00Z;4213.085794617089;29.49159761249883;15472.109312283168;204.9626729874863;231.43903791788648;4634.770400917114;14789.102284914019;84.94752596643195;4846.209978460962
2030-04-06T02:00:00Z;4220.5167984907575;29.448487809635168;15477.497733572378;204.69564075594784;231.1603247658855;4635.6781640859945;14751.851138814834;84.86696447282436;4836.956767799196
2030-04-06T03:00:00Z;4227.72980787929;29.405372029838784;15481.679427200575;204.42981748598027;230.8847047858061;4636.418433606221;14714.84718326078;84.78679141178102;4827.751990592953
2030-04-06T04:00:00Z;4234.723328453625;29.362259057429867;15484.702432768836;204.16519794037055;230.61208345220115;4636.99286476489;14678.08402933922;84.70700195028364;4818.594714625951
2030-04-06T05:00:00Z;4241.495865884708;29.3191576767286;15486.614789878271;203.901776881906;230.34236623962389;4637.403112849098;14641.555288137524;84.62759125531402;4809.484007681925
2030-04-06T06:00:00Z;4248.045925843481;29.27607667205516;15487.464538129974;203.63954907337384;230.07545862262725;4637.650833145942;14605.254570743067;84.548554493854;4800.418937544598
2030-04-06T07:00:00Z;4254.372014000884;29.233024827729732;15487.299717125034;203.37850927756116;229.81126607576414;4637.737680942516;14569.17548824321;84.46988683288527;4791.398571997693
2030-04-06T08:00:00Z;4260.47263602786;29.190010928072493;15486.168366464555;203.1186522572552;229.54969407358772;4637.665311525917;14533.311651725326;84.39158343938965;4782.4219788249375
2030-04-06T09:00:00Z;4266.346297595353;29.14704375740362;15484.118525749629;202.85997277524308;229.29064809065102;4637.435380183244;14497.656672276782;84.31363948034895;4773.48822581006
